C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0002794430,0006176983                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0002794765,0006177174                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0002794835,0006177213                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0002794841,0006177219                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0002794846,0006177259                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0002794891,0006177508                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0002795129,0006177886                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0002795307,0006177998                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0002795335,0006178025                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0002795339,0006178028                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0002795342,0006178123                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0002795394,0006178449                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0002795547,0006178706                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0002795725,0006178813                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0002795742,0006178825                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0002795743,0006178827                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0002795747,0006178942                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0002795785,0006179172                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0002795874,0006179389                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0002796011,0006179540                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0002796037,0006179556                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0002796037,0006179559                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0002796046,0006179662                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0002796091,0006179940                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0002796248,0006180178                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0002796440,0006180298                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0002796486,0006180316                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0002796487,0006180318                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0002796492,0006180450                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0002796536,0006180728                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0002796687,0006180976                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0002796899,0006181104                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0002796943,0006181121                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0002796945,0006181125                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0002796952,0006181256                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0002796999,0006181514                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0002797164,0006181766                                           
A007,R079,01-06-00,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0002797404,0006181879                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0117728030,0000510985                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0117728037,0000510992                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0117728064,0000511118                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0117728145,0000511772                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0117728473,0000512663                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0117728995,0000513072                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0117729165,0000513184                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0117729185,0000513198                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0117729210,0000513289                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0117729256,0000513667                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0117729534,0000514314                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0117729866,0000514563                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0117730012,0000514619                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0117730017,0000514620                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0117730055,0000515102                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0117730181,0000515775                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0117730595,0000516284                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0117731254,0000516554                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0117731425,0000516630                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0117731429,0000516634                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0117731465,0000517137                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0117731564,0000517865                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0117731948,0000518297                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0117732486,0000518508                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0117732629,0000518581                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0117732639,0000518596                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0117732670,0000519017                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0117732763,0000519714                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0117733240,0000520137                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0117733887,0000520412                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0117734077,0000520473                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0117734085,0000520477                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0117734130,0000520984                                           
A007,R079,01-06-01,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0117734249,0000521634                                           
